title,sentence,sentiment_dict,sentiment_total,[u],[p],[s],[cc],[cs],annotations
incredibe price / performance .,i 've bought one for the den and will buy a 2nd one for the bedroom .,{},0,False,False,False,False,False,
incredibe price / performance .,strengths are well listed by other reviewers .,{},0,False,False,False,False,False,
incredibe price / performance .,"what got me to buy was the reviewer that said it would play dvd-rs fill of files ( e. , mp3s ) .","{'play': 2, ', dvd-r': 1}",3,False,False,False,False,False,"play[+2], dvd-r[+1]"
incredibe price / performance .,it sure does !,{'dvd-r': 1},1,False,True,False,False,False,dvd-r[+1][p]
incredibe price / performance .,that 's a rare and valuable feature .,{'dvd-r': 2},2,False,True,False,False,False,dvd-r[+2][p]
incredibe price / performance .,"i have a dvd burner on my computer and a zillion mp3s , and it 's a lot nicer to access them 4.5 gb at a time ( dvd-r ) than 0.7 gb at a time ( cd-r ) !",{},0,False,False,False,False,False,
incredibe price / performance .,"another nice thing is that the unit has both optical and coax digital audio outputs , though the latter was not mentioned in the literature i 'd scanned before buying .",{'audio output': 2},2,False,False,False,False,False,audio output[+2]
incredibe price / performance .,"saved me from having to buy an expensive optical cable , as i already had a coax cable .",{},0,False,False,False,False,False,
incredibe price / performance .,"at double-speed ( 2x forward speed ) , it still plays mp3s with sound -- they are pitch-corrected and smooth , but twice as fast !",{'forward': 2},2,False,False,False,False,False,forward[+2]
incredibe price / performance .,"i wish it would do the same for movies , but that 's one rare / cool feature you will have to forgo .",{},0,False,False,False,False,False,
incredibe price / performance .,"weaknesses are minor : the feel and layout of the remote control are only so-so ; it does n't show the complete filenames of mp3s with really long names ; you must cycle through every zoom setting ( 2x , 3x , 4x , 1/2x , etc. ) before getting back to normal size [ sorry if i 'm just ignorant of a way to get back to 1x quickly ] .","{'remote control': -1, ', mp3 filename': -1}",-2,False,False,False,False,False,"remote control[-1], mp3 filename[-1]"
incredibe price / performance .,"if you 're a bargain hunter and you want a great feature set for a rock-bottom price , i highly recommend this model .",{},0,False,False,False,False,False,
incredibe price / performance .,"update : the finish is more "" mirror "" than silver -- and i like it !",{'finish': 2},2,False,False,False,False,False,finish[+2]
doesnt play new disney movies .,many of our disney movies do n't play on this dvd player .,"{'play': -2, ', disney movie': -2}",-4,False,False,False,False,False,"play[-2], disney movie[-2]"
doesnt play new disney movies .,i spoke to a rep. at apex and was told that a new format is being used and we wont be able to view any disney movies made in the last couple months .,{},0,False,False,False,False,False,
poor quality - problem with dual-layer dvd 's .,player has a problem with dual-layer dvd 's such as alias season 1 and season 2 .,{'dual-layer dvd': -2},-2,False,False,False,False,False,dual-layer dvd[-2]
poor quality - problem with dual-layer dvd 's .,"for the money , get a better quality player .",{},0,False,False,False,False,False,
poor quality - problem with dual-layer dvd 's .,player works and looks great - if you can get the dvd 's to play .,"{'player': 1, ', look': 3}",4,False,False,False,False,False,"player[+1], look[+3]"
poor quality - problem with dual-layer dvd 's .,"i know the saying is "" you get what you pay for "" but at this stage of game dvd players must have better quality than this - there is no excuse .",{'player': -3},-3,False,False,False,False,False,player[-3]
poor quality - problem with dual-layer dvd 's .,will never purchase apex again .,{'apex': -3},-3,False,False,False,False,False,apex[-3]
poor quality - problem with dual-layer dvd 's .,customer service and technical support are overloaded and nonresponsive - tells you about the quality of their products and their willingness to stand behind them .,"{'customer service': -3, ', technical support': -3}",-6,False,False,False,False,False,"customer service[-3], technical support[-3]"
poor quality - problem with dual-layer dvd 's .,"pass this player up , and never believe the reviews on a product right before christmas !",{},0,False,False,False,False,False,
has destroyed several of my dvds and cds .,"for the first few weeks , this player was everything i expected it to be , an affordable multi-format dvd player with a stylish slim case as advertised .",{'case': 2},2,False,False,False,False,False,case[+2]
has destroyed several of my dvds and cds .,"then my dvds would stop playing in the middle , or not even be read at all .","{'dvd': -2, ', read': -2, ', play': -2}",-6,False,False,False,False,False,"dvd[-2], read[-2], play[-2]"
has destroyed several of my dvds and cds .,new cds almost always began skipping after a few plays .,{'cd': -2},-2,False,False,False,False,False,cd[-2]
has destroyed several of my dvds and cds .,"i thought it was just the player , but then i started checking the discs to find that the apex 2600 is actually ruining my media .",{'player': -3},-3,False,False,False,False,False,player[-3]
has destroyed several of my dvds and cds .,there are funny little ridges on the dvd that look like the slice of a tree trunk !,{},0,False,False,False,False,False,
has destroyed several of my dvds and cds .,this player is not worth any price and i recommend that you do n't purchase it .,{'player': -3},-3,False,False,False,False,False,player[-3]
has destroyed several of my dvds and cds .,"i intend to contact the company , but from what i 've read .",{},0,False,False,False,False,False,
has destroyed several of my dvds and cds .,i just got screwed out of fifty bucks .,{},0,False,False,False,False,False,
has destroyed several of my dvds and cds .,apex does n't answer the phone .,{'support': -3},-3,True,False,False,False,False,support[-3][u]
has destroyed several of my dvds and cds .,* sigh .,{},0,False,False,False,False,False,
their customer service sucks .,no way to contact their customer service .,{'customer service': -2},-2,False,False,False,False,False,customer service[-2]
their customer service sucks .,very bad quality .,{'quality': -3},-3,False,False,False,False,False,quality[-3]
great value .,i bought this apex 2600 dvd player for myself at christmas because it got good reviews as a good value for the money on a variety of different sites .,{'player': 2},2,False,False,False,False,False,player[+2]
great value .,i took it to my father 's house to play a tom jones concert dvd and he loved the player so much i gave it to him .,{'player': 1},1,False,False,False,False,False,player[+1]
great value .,now i need to buy myself another one !,{},0,False,False,False,False,False,
great value .,have used it frequently and have had no problems .,{'player': 2},2,False,True,False,False,False,player[+2][p]
great value .,"i always research electronics online before i buy because even within the same company , some models are better than others .",{},0,False,False,False,False,False,
great value .,i liked this one enough to buy another .,{'player': 2},2,False,True,False,False,False,player[+2][p]
great value .,my dad also has an apex tv and it was another great value for the money .,{'apex': 2},2,False,False,False,False,False,apex[+2]
great value .,great quality picture and features .,"{'picture quality': 2, ',feature': 2}",4,False,False,False,False,False,"picture quality[+2],feature[+2]"
2 out of three ai n't good .,thought i 'd weigh in here with my stats .,{},0,False,False,False,False,False,
2 out of three ai n't good .,i 've bought 3 apex dvd players now .,{},0,False,False,False,False,False,
2 out of three ai n't good .,"they play just about everything , but # 2 and # 3 died very shortly after getting them .",{'player': -2},-2,False,True,False,False,False,player[-2][p]
2 out of three ai n't good .,i am back to using # 1 .,{},0,False,False,False,False,False,
2 out of three ai n't good .,"nice machines , but i consider their quality pretty low now .",{'player': -1},-1,False,False,False,False,False,player[-1]
buy a better known brand name .,this item broke just two weeks after i gave it to my kids for christmas .,{'player': -2},-2,True,False,False,False,False,player[-2][u]
buy a better known brand name .,the door would not close .,{'door': -2},-2,False,False,False,False,False,door[-2]
buy a better known brand name .,i tried to contact apex to return it ( i missed the amazon return period ) and it took 3 months to get through to their customer service dept .,{'customer service': -3},-3,False,False,False,False,False,customer service[-3]
buy a better known brand name .,i am still trying to resolve it four months later .,{},0,False,False,False,False,False,
piece of crap .. .,it looks great - and is loaded with features .,"{'look': 2, ', feature': 2}",4,False,False,False,False,False,"look[+2], feature[+2]"
piece of crap .. .,"unfortunately it turns out to be the "" disposable "" type .",{'player': -2},-2,False,True,False,False,False,player[-2][p]
piece of crap .. .,have had problems since the first day,{'player': -2},-2,True,False,False,False,False,player[-2][u]
piece of crap .. .,"- not playing some dvds and then finally after less than 60 days , it just would not recognize anything i pop in it .","{'play': -2, ', dvd': -2}",-4,False,False,False,False,False,"play[-2], dvd[-2]"
piece of crap .. .,save money on the long run - buy something decent once instead of buying cheap every month .,{},0,False,False,False,False,False,
i 've had no problems .,the apex 2600 has been a steady performer for me .,{'apex': 2},2,False,False,False,False,False,apex[+2]
i 've had no problems .,"i bought mine in december of 2003 , and have had no real problems with it .",{'player': 1},1,False,True,False,False,False,player[+1][p]
i 've had no problems .,it does tend to run quite hot and should be given lots of room for air circulation .,{'heat': -1},-1,True,False,False,False,False,heat[-1][u]
i 've had no problems .,"it did also seem to have a strong "" new electronics "" smell for some time .",{'smell': -2},-2,False,False,False,False,False,smell[-2]
i 've had no problems .,"the only thing i did experience was a problem of the player freezing while playing , which i was able to clear by opening it up and blowing it out with "" canned air . """,{'freezing': -1},-1,False,False,False,False,False,freezing[-1]
i 've had no problems .,"this problem vanished after the first month , so i assume it was a temporary dust issue .",{},0,False,False,False,False,False,
i 've had no problems .,the two main reasons i had for getting this model were the range of disks types played and the recommendation of a friend .,{},0,False,False,False,False,False,
i 've had no problems .,"( he had owned two apex dvd players , and was pleased with both of them . )",{'player': 2},2,False,False,False,False,False,player[+2]
i 've had no problems .,"the fact that this model would play jpeg slideshows was a big plus for me as a visual artist , and i discovered by accident ( it is not mentioned anywhere in the literature ) that it will play mpeg1 files on a regular cd-r data disk without vcd formatting .","{'jpeg slideshow': 2, ',mpeg1': 1}",3,False,False,False,False,False,"jpeg slideshow[+2],mpeg1[+1]"
i 've had no problems .,"the remote is okay , but i am not a fan of remotes with tiny buttons .",{'remote': -1},-1,False,False,False,False,False,remote[-1]
i 've had no problems .,"i especially like the more commonly used buttons , such as play , pause , and stop , to be larger and conveniently placed .",{'button': -2},-2,False,False,False,False,False,button[-2]
i 've had no problems .,"while it is true that it will stand on end , it is also easy to knock over that way .",{},0,False,False,False,False,False,
i 've had no problems .,i also did n't like the way it displayed information way down into the screen when you are in zoom mode .,{'zoom mode': -2},-2,False,False,False,False,False,zoom mode[-2]
i 've had no problems .,"the zoom goes up and down in magnification , which is nice , but there is always a display of the zoom size about one-quarter of the way down from the top of the screen that interferes with viewing at most settings .",{'zoom': -2},-2,False,False,False,False,False,zoom[-2]
i 've had no problems .,"having spent considerable time with professional video gear , i find onscreen displays annoying .",{'onscreen display': -2},-2,False,False,False,False,False,onscreen display[-2]
i 've had no problems .,i have not used the progressive scan feature .,{},0,False,False,False,False,False,
i 've had no problems .,this model has come down in price since i purchased mine .,{},0,False,False,False,False,False,
i 've had no problems .,"while it seems like some people have had trouble with theirs , mine has run well , and i would recommend it if you are considering a dvd player purchase .",{},0,False,False,False,False,False,
i 've had no problems .,"any possible problems should be weighed against the bang-for-the-buck factor , along with the fact that companies like apex seldom have good after-sale support .",{},0,False,False,False,False,False,
i 've had no problems .,"while i would like to give it 3.5 stars instead of 4 , i gave it a 4 because it has run well for me during the time i have owned it .",{'player': 2},2,False,True,False,False,False,player[+2][p]
do not buy this piece of junk .,i purchased this unit 3 months back and i think the unit knew when my warrenty expires .,{},0,False,False,False,False,False,
do not buy this piece of junk .,it is more than 90 days and it does not show the picture no matter what i do .,"{'picture': -2, ', player': -3}",-5,False,True,False,False,False,"picture[-2], player[-3][p]"
do not buy this piece of junk .,i can only hear the sound .,{},0,False,False,False,False,False,
do not buy this piece of junk .,"i changed video cables , tried connecting to tv on input1 and input2 but no help .",{},0,False,False,False,False,False,
do not buy this piece of junk .,i think you get what you pay for stands true .,{},0,False,False,False,False,False,
nice paperweight .,"i have had this player for 3 months and have been able to see a total of 6 dvd 's , after the frustration and aggrivation of getting the player to do it 's job .",{'player': -2},-2,False,False,False,False,False,player[-2]
nice paperweight .,i have tried many times to get a hold of apex who does n't seem to answer their emails and telephone number is constantly busy as ( i believe ) the one lonely customer service rep is probably extremely overworked .,{'customer service': -3},-3,False,False,False,False,False,customer service[-3]
nice paperweight .,"as i emailed to the the customer service department , the only thing this player has done consistantly is use enought electricity to keep the red led burning .",{},0,False,False,False,False,False,
nice paperweight .,"do yourself a favor and save your money to get something of better quality , or at least works .",{},0,False,False,False,False,False,
worst piece of electronics i ever bought .,"if i could give this a negative rating , i would .",{},0,False,False,False,False,False,
worst piece of electronics i ever bought .,i am surprised amazon still carries this after all of the continued problems .,{},0,False,False,False,False,False,
worst piece of electronics i ever bought .,wo n't play a lot of discs .,"{'play': -2, ', disc': -2}",-4,False,False,False,False,False,"play[-2], disc[-2]"
worst piece of electronics i ever bought .,i can only confirm what other customers have said - crap !,{},0,False,False,False,False,False,
worst piece of electronics i ever bought .,"some movies it played yesterday , it wo n't play today .",{'play': -2},-2,False,False,False,False,False,play[-2]
worst piece of electronics i ever bought .,"it wo n't play 80 % of my movies , which are all store boughten .",{'play': -2},-2,False,False,False,False,False,play[-2]
worst piece of electronics i ever bought .,tech support from apex is literally - nonexistent .,{'tech support': -3},-3,False,False,False,False,False,tech support[-3]
worst piece of electronics i ever bought .,"amazon , do your customers a big favor , do n't carry this item , and give them refunds !",{},0,False,False,False,False,False,
worst piece of electronics i ever bought .,there should have been a recall on this product .,{},0,False,False,False,False,False,
worst piece of electronics i ever bought .,fair warning - do not buy .,{},0,False,False,False,False,False,
worst piece of electronics i ever bought .,i repeat - do n't wast your money .,{},0,False,False,False,False,False,
do n't buy !,i bought 2 of this model for christmas presents and neither one of them work !,{'player': -3},-3,True,False,False,False,False,player[-3][u]
do n't buy !,it is embarassing getting phone calls from family members telling you that the dvd player you gave them less that 3 months ago is no longer working .,{'dvd player': -3},-3,False,False,False,False,False,dvd player[-3]
do n't buy !,one stopped working in february and the other in march .,{},0,False,False,False,False,False,
do n't buy !,"amazon has been working with me to refund my money , but they reminded me that i have past the 30 day return policy and this was a courtesy return .",{},0,False,False,False,False,False,
do n't buy !,"i have had great experience with amazon , but i will probably not buy electronics any more from them to avoid any future return problems .",{},0,False,False,False,False,False,
we had problems .,the dvd player does not work properly .,{'dvd player': -2},-2,False,False,False,False,False,dvd player[-2]
we had problems .,"the player usually plays dvd 's , but has occasional problems such as : 1 ) not recognizing a dvd 2 ) stopping a particular point in a movie every time we played it 3 ) not being able to access certain special features on a rental dvd .",{'player': -3},-3,False,False,False,False,False,player[-3]
we had problems .,"this has happened with several different dvd 's and occasionally if we keep trying something , it will work when it did not work one time before .",{'player': -2},-2,False,True,False,False,False,player[-2][p]
we had problems .,"after we discovered the problems , we tried to contact apex ( fkor 3 months ) , but we never got in touch with them.the customer support telephone number is always busy , and they do not answer their web customer support .",{'customer support': -3},-3,False,False,False,False,False,customer support[-3]
ok if you have a 2nd dvd player .,i have had this dvd player for about 3 months now .,{},0,False,False,False,False,False,
ok if you have a 2nd dvd player .,"nothing has broken on it , and it plays all the dvds i have .",{'player': 2},2,False,True,False,False,False,player[+2][p]
ok if you have a 2nd dvd player .,unfortunately it can 't play all of the dvd .,"{'play': -2, ', dvd': -2}",-4,False,False,False,False,False,"play[-2], dvd[-2]"
ok if you have a 2nd dvd player .,i have several tv shows on dvd so they are divided by episode .,{},0,False,False,False,False,False,
ok if you have a 2nd dvd player .,on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd .,{'dvd': -2},-2,False,False,False,False,False,dvd[-2]
ok if you have a 2nd dvd player .,luckily i also have a ps2 which can play those episodes the player can 't .,{},0,False,False,False,False,False,
ok if you have a 2nd dvd player .,"unfortunately i bought a player because the ps2 could n't play all my dvds , and now the player can 't play everything .",{'player': -2},-2,False,False,False,False,False,player[-2]
another person who had problem with picture after one use .,i purchased this as a christmas gift for my husband .,{},0,False,False,False,False,False,
another person who had problem with picture after one use .,we tried it out christmas night and it worked great .,{'work': 2},2,False,False,False,False,False,work[+2]
another person who had problem with picture after one use .,even viewed cds full of jpgs .,{'jpeg': 2},2,False,False,False,False,False,jpeg[+2]
another person who had problem with picture after one use .,"we did n't get to use it again for over a month ( sad , i know ) .",{},0,False,False,False,False,False,
another person who had problem with picture after one use .,"but when we went to use it again , there was sound but no picture .","{'picture': -2, ', player': -2}",-4,False,True,False,False,False,"picture[-2], player[-2][p]"
another person who had problem with picture after one use .,"we saw reviews that said the same thing , and also saw here that their customer service stinks .",{},0,False,False,False,False,False,
another person who had problem with picture after one use .,"though we were past the deadline for returns ( by a few days ) , i contacted amazon right away and pleaded for help .",{},0,False,False,False,False,False,
another person who had problem with picture after one use .,"they authorized my late return , and hopefully they are giving apex heck .",{},0,False,False,False,False,False,
another person who had problem with picture after one use .,"i hate apex but love amazon , and i tell everyone .",{'apex': -3},-3,False,False,False,False,False,apex[-3]
another person who had problem with picture after one use .,do not buy this player .,{},0,False,False,False,False,False,
another person who had problem with picture after one use .,"who knows how many uses you 'll get out of it before it craps out , but it probably will .",{'player': -3},-3,False,True,False,False,False,player[-3][p]
frustrating just hope you never lose / break the remote for this player !,"we 've purchased 3 universal remotes so far-all claiming to work "" apex "" dvd players and none worked .",{'remote': -2},-2,False,False,False,False,False,remote[-2]
frustrating just hope you never lose / break the remote for this player !,called customer service and basically was told to either keep buying univ. remotes to try or buy the replacement remote for $ 23 ( which is almost half of what i paid for the whole player ) .,{},0,False,False,False,False,False,
frustrating just hope you never lose / break the remote for this player !,if anybody knows of a remote to work this-i 'd love to hear from you !,{},0,False,False,False,False,False,
frustrating just hope you never lose / break the remote for this player !,"( on here of course ) also , a couple dvd 's would n't play and they were new ones !","{'dvd': -2, ', play': -2}",-4,False,False,False,False,False,"dvd[-2], play[-2]"
poor customer service .,i had to return the remote on this product because it appeared to be defective .,{'remote': -2},-2,False,False,False,False,False,remote[-2]
poor customer service .,it took over 2 months and repeated follow-up to get it replaced .,{},0,False,False,False,False,False,
poor customer service .,the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line .,{'customer service': -3},-3,False,False,False,False,False,customer service[-3]
poor customer service .,i would not be inclined to purchase an apex product again .,{'apex': -3},-3,False,False,False,False,False,apex[-3]
a piece of junk .,door broke after a month .,{'door': -2},-2,False,False,False,False,False,door[-2]
a piece of junk .,unit took forever since the begiining to recognize and play discs .,{'unit': -3},-3,False,False,False,False,False,unit[-3]
a piece of junk .,3 months of use and it no longer recognizes anything .,{'player': -2},-2,False,True,False,False,False,player[-2][p]
a piece of junk .,forget about it .,{},0,False,False,False,False,False,
a piece of junk .,it 's money down the drain .,{},0,False,False,False,False,False,
a piece of junk .,get cheaper panasonics or toshibas or even sonys .,{},0,False,False,False,False,False,
"to quote bart : "" craptacular "" .","well , it was nice while it lasted .",{'player': 1},1,False,False,False,False,False,player[+1]
"to quote bart : "" craptacular "" .","after @ 3 months , it stoppped playing higher number scenes on dvds .",{'player': -2},-2,False,False,False,False,False,player[-2]
"to quote bart : "" craptacular "" .","as an engineer , i am embarrassed for the engineering profession when such crap is released for sale .",{'player': -3},-3,True,False,False,False,False,player[-3][u]
poor quality .,only used for 3 month before it 's down !,{'player': -3},-3,False,True,False,False,False,player[-3][p]
poor quality .,i had hoped this was bought from walmart so that i could return it !,{},0,False,False,False,False,False,
poor quality .,"it sends discoutinous signals to tv , so the tv has the pictures for one moment and has only the white noise for the other moment .",{'picture': -2},-2,False,False,False,False,False,picture[-2]
poor quality .,the other thing i do n't like about this 2600 is that it makes the color look over saturated .,{'color': -2},-2,False,False,False,False,False,color[-2]
poor quality .,"maybe it 's good for tvs with not so good color settings , but not good for my tv that already has very vibrant pictures .",{},0,False,False,False,False,False,
returned after failing to play dvds .,i purchased the ad2600 after feeling comfortable with the reviews i read here on amazon .,{},0,False,False,False,False,False,
returned after failing to play dvds .,"as soon as i lifted the unit out of the box , i questioned my judgement .",{},0,False,False,False,False,False,
returned after failing to play dvds .,the entire unit was poorly crafted .,{'unit': -2},-2,True,False,False,False,False,unit[-2][u]
returned after failing to play dvds .,there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board .,{'screw tip': -2},-2,False,False,False,False,False,screw tip[-2]
returned after failing to play dvds .,"after hooking the thing up , i found that it would only played less than 50 % of the dvds i put in it .","{'dvd': -2, ', play': -2}",-4,False,False,False,False,False,"dvd[-2], play[-2]"
returned after failing to play dvds .,most of the dvds i was trying were fairly new and were in great condition .,{},0,False,False,False,False,False,
returned after failing to play dvds .,the dvd player just would't recognize them .,{'player': -2},-2,False,False,False,False,False,player[-2]
returned after failing to play dvds .,"it would spin , read , spin some more and then show on the display that there was no disc .",{'no disc': -2},-2,False,False,False,False,False,no disc[-2]
returned after failing to play dvds .,i ended up sending the unit back to amazon .,{},0,False,False,False,False,False,
apex ad2600 .,"this dvd player plays raw mpeg2 and mpeg1 videos , jpeg , wma , cdr / cdrw / dvdr / dvdrw , and of course plays dvd movies from uk. i love the aiff , progressive scan feature .","{'format': 2, '[u],progressive scan': 2}",4,True,False,False,False,False,"format[+2][u],progressive scan[+2]"
apex ad2600 .,now it would have gotten 5 stars had this baby come with features to upgrade the firmware and was able to play divx or avi videos .,{},0,False,False,False,False,False,
apex ad2600 .,but for $ 49.99 go get one !,{},0,False,False,False,False,False,
apex ad2600 .,features and looks this dvd player is overpriced had it come with sony or one of the other top brand names .,{},0,False,False,False,False,False,
customer service nonexistant .,i have not even used my new dvd player and already i am disapointed !,{'player': -3},-3,False,False,False,False,False,player[-3]
customer service nonexistant .,i have been trying for over a week to contact apex .,{},0,False,False,False,False,False,
customer service nonexistant .,they will not respond to my emails ( promised turnaround time is 24 hours ) and the phone line is constantly busy .,{'customer service': -3},-3,False,False,False,False,False,customer service[-3]
customer service nonexistant .,all i am looking for is a rebate form !,{},0,False,False,False,False,False,
what a buy .. .,"i accually did n't buy the apex ad-2600 from amazon but , the reviews i found here helped me purchase it .",{},0,False,False,False,False,False,
what a buy .. .,i have owned an apex ad-3201 for close to 3 years now and i love that deck .,{},0,False,False,False,False,False,
what a buy .. .,"because of it 's hidden features ( no macrovision , non-regional ) i keep this baby around to watch non-american region dvd 's .",{'feature': 2},2,False,False,False,False,False,feature[+2]
what a buy .. .,"however , the ad-2600 does n't have this feature ( for now ) .",{},0,False,False,False,False,False,
what a buy .. .,"the cool thing about the ad-2600 it plays alot of different file like mp3 , wma cds , jpeg and kodak picture cds , dvd 's , dvd - / + r 's .","{'play': 2, ', different file': 2}",4,False,False,False,False,False,"play[+2], different file[+2]"
what a buy .. .,"it 's not a listed feature but , the one thing that sold the unit is that it plays mpeg video .","{'play': 2, ', mpeg': 2}",4,False,False,False,False,False,"play[+2], mpeg[+2]"
what a buy .. .,i find this to be a great feature .,{'mpeg': 2},2,False,True,False,False,False,mpeg[+2][p]
what a buy .. .,i 've tried playing all of these discs and they all play great .,{'play': 2},2,False,True,False,False,False,play[+2][p]
what a buy .. .,for the money apex machines have good features .,{'feature': 2},2,False,False,False,False,False,feature[+2]
what a buy .. .,you can 't find the mpeg playback on high priced units .,{},0,False,False,False,False,False,
what a buy .. .,"it 's low profile , space saving design looks nice .",{'design': 2},2,False,False,False,False,False,design[+2]
what a buy .. .,i find the apex ad-2600 to be a great buy .,{'player': 2},2,True,False,False,False,False,player[+2][u]
avoid apex dvd players - even if they 're free !,i received this dvd player free with the purchase of a palm tungsten e from officemax .,{},0,False,False,False,False,False,
avoid apex dvd players - even if they 're free !,now i know why - they are pieces of junk .,{'player': -3},-3,False,True,False,False,False,player[-3][p]
avoid apex dvd players - even if they 're free !,"less than a month later the screen freezes and eventually shows "" no disc . ""","{'no disc': -2, ', screen': -3}",-5,True,False,False,False,False,"no disc[-2], screen[-3][u]"
avoid apex dvd players - even if they 're free !,this is the second apex dvd player i 've had - and the last .,{},0,False,False,False,False,False,
avoid apex dvd players - even if they 're free !,my first player ( model ad-500a ) went into the trash about 6 months after i bought it .,{},0,False,False,False,False,False,
avoid apex dvd players - even if they 're free !,same story as everybody else when trying to get service from apex - nothing .,{'service': -3},-3,False,False,False,False,False,service[-3]
avoid apex dvd players - even if they 're free !,pay a few more bucks and get something else - it 'll be worth it in the long run .,{},0,False,False,False,False,False,
